year,selling_price,km_driven,fuel,seller_type,transmission,owner,seats,mileage_kmpl,engine_cc,max_power_bhp,manufacturer,age,log_km_driven,log_selling_price,selling_price_ugx_approx
2018,390000,10300,Petrol,Dealer,Manual,First Owner,5.0,23.95,998.0,67.05,Maruti,3,9.239996256883693,12.873902018105829,17550000
2014,1500000,77000,Diesel,Dealer,Manual,First Owner,7.0,12.55,2982.0,168.5,Toyota,7,11.251573687764477,14.22097566607244,67500000
2013,700000,99000,Diesel,Dealer,Manual,First Owner,7.0,12.99,2494.0,100.0,Toyota,8,11.502885230075814,13.458835614025542,31500000
2014,1450000,27800,Diesel,Dealer,Automatic,Second Owner,5.0,14.8,2143.0,120.7,Mercedes-Benz,7,10.2328272702548,14.187074114396758,65250000
2015,425000,49800,Diesel,Dealer,Manual,First Owner,5.0,24.7,1498.0,98.63,Honda,6,10.815790343132422,12.959844447906553,19125000
2013,1090000,151000,Diesel,Dealer,Manual,First Owner,7.0,13.5,2477.0,175.56,Mitsubishi,8,11.92504173829169,13.901688254205327,49050000
2015,600000,54700,Diesel,Dealer,Manual,First Owner,5.0,26.0,1498.0,98.6,Honda,6,10.909637269778615,13.304684934198283,27000000
2018,850000,64000,Petrol,Dealer,Manual,First Owner,5.0,20.65,1462.0,103.25,Maruti,3,11.06665398721974,13.652991628466498,38250000
2015,525000,63000,Diesel,Dealer,Manual,First Owner,5.0,27.3,1498.0,98.6,Honda,6,11.050905878263567,13.17115354157376,23625000
2016,1650000,127700,Diesel,Dealer,Automatic,Second Owner,7.0,11.36,2755.0,171.5,Toyota,5,11.757446872843532,14.316285845876763,74250000
2016,950000,99000,Diesel,Dealer,Manual,First Owner,7.0,12.99,2494.0,100.6,Toyota,5,11.502885230075814,13.764217263576723,42750000
2013,1750000,33900,Diesel,Dealer,Automatic,Second Owner,5.0,17.68,1968.0,174.33,Audi,8,10.431199791458543,14.375126345899696,78750000
2018,1590000,25000,Petrol,Dealer,Automatic,First Owner,5.0,14.28,1798.0,138.03,Toyota,3,10.12667110305036,14.279244574196415,71550000
2013,1689999,50000,Diesel,Dealer,Automatic,First Owner,5.0,18.53,1968.0,187.74,Audi,8,10.819798284210286,14.340238495183105,76049955
2013,1425000,59000,Diesel,Dealer,Automatic,First Owner,5.0,14.84,2143.0,170.0,Mercedes-Benz,8,10.985309671896763,14.169682371684887,64125000
2011,265000,120000,Diesel,Individual,Manual,First Owner,5.0,21.12,1248.0,88.8,Tata,10,11.695255355062795,12.487485104968359,11925000
2011,190000,110000,Petrol,Individual,Manual,Third Owner,5.0,20.36,1197.0,78.9,Hyundai,10,11.608244735642321,12.154779351142624,8550000
2013,425000,60000,Diesel,Individual,Manual,First Owner,5.0,21.27,1396.0,88.76,Hyundai,8,11.002116507732017,12.959844447906553,19125000
2015,630000,147000,Diesel,Individual,Manual,Second Owner,5.0,26.59,1248.0,74.0,Maruti,6,11.898194668458823,13.353475098367715,28350000
2017,600000,25000,Petrol,Individual,Manual,Third Owner,5.0,18.16,1196.0,86.8,Ford,4,10.12667110305036,13.304684934198283,27000000
2019,650000,30000,Petrol,Individual,Manual,First Owner,5.0,21.4,1197.0,83.1,Maruti,2,10.308985993422082,13.38472764187182,29250000
2016,540000,40000,Diesel,Individual,Manual,First Owner,5.0,22.0,1498.0,108.495,Volkswagen,5,10.596659732783579,13.199324418540456,24300000
2015,630000,135000,Diesel,Individual,Manual,First Owner,5.0,25.1,1498.0,98.6,Honda,6,11.813037464800539,13.353475098367715,28350000
2018,448000,30000,Petrol,Individual,Automatic,First Owner,5.0,20.51,998.0,67.0,Maruti,3,10.308985993422082,13.012548511397123,20160000
2017,500000,80000,Diesel,Individual,Manual,First Owner,5.0,21.66,1498.0,108.62,Volkswagen,4,11.289794413577894,13.122363377404328,22500000
2016,745000,70000,Diesel,Individual,Manual,First Owner,5.0,24.3,1248.0,88.5,Maruti,5,11.156264806643742,13.521139497361697,33525000
2019,1025000,9850,Diesel,Individual,Automatic,First Owner,5.0,24.3,1248.0,88.5,Maruti,2,9.19532825185568,13.840203170554645,46125000
2011,235000,60000,Petrol,Individual,Manual,Second Owner,5.0,20.36,1197.0,78.9,Hyundai,10,11.002116507732017,12.367340793126296,10575000
2016,630000,70000,Diesel,Individual,Manual,First Owner,5.0,25.2,1248.0,74.0,Maruti,5,11.156264806643742,13.353475098367715,28350000
2015,1700000,78000,Diesel,Individual,Manual,Second Owner,7.0,12.55,2982.0,168.5,Toyota,6,11.264476926102367,14.346138809026444,76500000
2013,450000,120000,Diesel,Individual,Manual,Second Owner,5.0,22.9,1248.0,74.0,Maruti,8,11.695255355062795,13.017002861746503,20250000
2012,450000,120000,Petrol,Individual,Manual,Second Owner,7.0,16.02,1373.0,93.7,Maruti,9,11.695255355062795,13.017002861746503,20250000
2013,450000,170000,Diesel,Individual,Manual,First Owner,5.0,20.54,1598.0,103.6,Volkswagen,8,12.04355959836804,13.017002861746503,20250000
2016,1200000,140000,Diesel,Individual,Manual,First Owner,8.0,12.99,2494.0,100.6,Toyota,5,11.849404844423074,13.997832114758229,54000000
2015,610000,90000,Diesel,Individual,Manual,First Owner,5.0,22.77,1498.0,98.59,Ford,6,11.407576060361786,13.321214236149494,27450000
2016,2500000,30000,Petrol,Individual,Automatic,Second Owner,5.0,15.71,1998.0,189.0,BMW,5,10.308985993422082,14.73180128983843,112500000
2017,484999,10000,Petrol,Dealer,Manual,First Owner,5.0,23.1,998.0,67.04,Maruti,4,9.210440366976517,13.091902108061824,21824955
2016,275000,49000,Petrol,Dealer,Manual,First Owner,5.0,19.02,1198.0,67.05,Datsun,5,10.799595985047786,12.524526376648708,12375000
2016,315000,32000,Petrol,Dealer,Manual,First Owner,5.0,24.7,796.0,47.3,Maruti,5,10.373522431293592,12.66032791780777,14175000
2016,275000,38000,Petrol,Dealer,Manual,First Owner,5.0,24.7,796.0,47.3,Maruti,5,10.545367754151743,12.524526376648708,12375000
2012,290000,28000,Petrol,Dealer,Manual,First Owner,5.0,19.81,1086.0,68.05,Hyundai,9,10.239995502805316,12.577636201962656,13050000
2017,280000,32000,Petrol,Dealer,Manual,First Owner,5.0,14.0,796.0,35.0,Maruti,4,10.373522431293592,12.542544882151386,12600000
2010,225000,44000,LPG,Dealer,Manual,First Owner,5.0,26.2,998.0,58.2,Maruti,11,10.691967639914864,12.323855681186558,10125000
2015,455000,42000,Petrol,Dealer,Manual,First Owner,5.0,16.47,1198.0,74.0,Volkswagen,6,10.645448706505872,13.028052697933088,20475000
2015,351000,45000,Petrol,Dealer,Manual,Second Owner,5.0,19.81,1086.0,68.05,Hyundai,6,10.714439990727769,12.768541502448002,15795000
2012,535000,12000,Petrol,Dealer,Manual,Second Owner,5.0,15.04,1598.0,103.6,Volkswagen,9,9.392745258631441,13.190022025878143,24075000
2009,175000,55500,Petrol,Dealer,Manual,First Owner,5.0,18.2,998.0,67.1,Maruti,12,10.92415631759022,12.072541252905651,7875000
2013,525000,61500,Petrol,Dealer,Manual,First Owner,5.0,18.5,1197.0,82.85,Hyundai,8,11.026808713825016,13.17115354157376,23625000
2016,600000,150000,Diesel,Individual,Manual,First Owner,5.0,26.59,1248.0,74.0,Maruti,5,11.918397239722838,13.304684934198283,27000000
2016,565000,72000,Petrol,Dealer,Automatic,First Owner,5.0,19.1,1197.0,82.0,Hyundai,5,11.184435286790631,13.244581010128577,25425000
2008,120000,68000,Petrol,Dealer,Manual,Third Owner,5.0,19.7,796.0,46.3,Maruti,13,11.127277689932466,11.695247021764184,5400000
2017,725000,110000,Diesel,Individual,Manual,First Owner,5.0,22.54,1396.0,88.73,Hyundai,4,11.608244735642321,13.493926933836812,32625000
2009,185000,77000,Petrol,Dealer,Manual,Second Owner,5.0,21.79,998.0,67.05,Maruti,12,11.251573687764477,12.128111104060462,8325000
2010,200000,100000,Diesel,Individual,Manual,Second Owner,5.0,18.8,1248.0,90.0,Tata,11,11.51293546492023,12.206072645530174,9000000
2019,615000,10000,Petrol,Individual,Manual,First Owner,5.0,21.21,1197.0,81.8,Maruti,2,9.210440366976517,13.329377546788654,27675000
2016,270000,100000,Petrol,Individual,Manual,Third Owner,7.0,15.37,1196.0,73.0,Maruti,5,11.51293546492023,12.506177237980511,12150000
2018,610000,35000,Petrol,Individual,Manual,First Owner,5.0,21.4,1197.0,83.1,Maruti,3,10.463131911491967,13.321214236149494,27450000
2014,625000,70000,Diesel,Individual,Automatic,Second Owner,8.0,11.79,2179.0,120.0,Mahindra,7,11.156264806643742,13.345506928718539,28125000
2020,400000,5000,Petrol,Individual,Manual,Second Owner,5.0,19.0,1194.0,94.68,Ford,1,8.517393171418904,12.89921982609012,18000000
2017,866000,37800,Petrol,Individual,Manual,First Owner,5.0,17.0,1591.0,121.3,Hyundai,4,10.540090836284206,13.671640187544572,38970000
2010,700000,114000,Petrol,Individual,Manual,First Owner,5.0,14.3,1798.0,160.0,Volkswagen,11,11.643962499267984,13.458835614025542,31500000
2010,300000,48000,Petrol,Individual,Manual,First Owner,5.0,15.8,1172.0,65.0,Tata,11,10.778977123006351,12.611537753638338,13500000
2019,1700000,32000,Diesel,Individual,Manual,First Owner,7.0,15.1,2179.0,155.0,Mahindra,2,10.373522431293592,14.346138809026444,76500000
2016,375000,100000,Diesel,Individual,Manual,First Owner,5.0,19.09,1405.0,69.01,Tata,5,11.51293546492023,12.834681304952548,16875000
2013,522000,150000,Diesel,Individual,Manual,Second Owner,5.0,22.32,1582.0,126.32,Hyundai,8,11.918397239722838,13.165422866864775,23490000
2013,451999,69000,Diesel,Individual,Manual,First Owner,5.0,21.9,1396.0,88.76,Hyundai,8,11.141876276228,13.02143524642254,20339955
2009,300000,100000,Petrol,Individual,Manual,Second Owner,5.0,14.53,1798.0,138.1,Toyota,12,11.51293546492023,12.611537753638338,13500000
2020,475000,13000,Petrol,Individual,Manual,First Owner,5.0,21.63,998.0,67.04,Maruti,1,9.472781556562168,13.071070083016778,21375000
2016,780000,60000,Diesel,Individual,Manual,First Owner,5.0,24.3,1248.0,88.5,Maruti,5,11.002116507732017,13.567049198665774,35100000
2017,595000,40000,Petrol,Individual,Manual,First Owner,5.0,20.85,1197.0,83.14,Maruti,4,10.596659732783579,13.296316684527767,26775000
2017,440000,35000,Petrol,Individual,Manual,First Owner,5.0,20.51,998.0,67.04,Maruti,4,10.463131911491967,12.994530005894443,19800000
2014,400000,70000,Diesel,Individual,Manual,Third Owner,5.0,20.45,1461.0,83.8,Nissan,7,11.156264806643742,12.89921982609012,18000000
2016,1140000,50000,Diesel,Individual,Manual,First Owner,5.0,19.67,1582.0,126.2,Hyundai,5,10.819798284210286,13.946538820370678,51300000
2017,850000,76139,Diesel,Individual,Manual,First Owner,5.0,23.0,1498.0,98.96,Ford,4,11.240329029936488,13.652991628466498,38250000
2012,370000,175000,Diesel,Individual,Manual,Fourth & Above Owner,5.0,19.3,1248.0,73.9,Maruti,9,12.07254696717504,12.821258284620408,16650000
2018,350000,25000,Petrol,Individual,Manual,First Owner,5.0,23.01,999.0,67.0,Renault,3,10.12667110305036,12.765688433465597,15750000
2015,360000,40000,Petrol,Individual,Manual,Second Owner,5.0,23.1,998.0,67.04,Maruti,6,10.596659732783579,12.793859310432293,16200000
2008,105000,65000,Petrol,Individual,Manual,Fourth & Above Owner,5.0,19.7,796.0,46.3,Maruti,13,11.082157933374816,11.56171562913966,4725000
2013,625000,90000,Diesel,Individual,Manual,Second Owner,7.0,20.77,1248.0,88.76,Maruti,8,11.407576060361786,13.345506928718539,28125000
2009,135000,80000,Petrol,Individual,Manual,Second Owner,5.0,17.92,1086.0,62.1,Hyundai,12,11.289794413577894,11.813030057420567,6075000
2015,700000,110000,Diesel,Individual,Manual,Second Owner,7.0,20.77,1248.0,88.76,Maruti,6,11.608244735642321,13.458835614025542,31500000
2019,690000,1303,Petrol,Dealer,Manual,First Owner,5.0,17.8,1198.0,86.7,Honda,2,7.1731917424865985,13.444446876573442,31050000
2018,3975000,31800,Diesel,Dealer,Automatic,First Owner,5.0,17.01,1968.0,188.0,Audi,3,10.367253014814716,15.19553530607057,178875000
2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,5.0,22.37,2487.0,214.56,Lexus,2,9.90353755128617,15.454507272639919,231750000
2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,5.0,19.33,1999.0,177.0,Jaguar,4,10.714439990727769,14.978661367769956,144000000
2017,4100000,17000,Petrol,Individual,Automatic,First Owner,5.0,9.5,3604.0,280.0,Jeep,4,9.741027444837728,15.226497531674536,184500000
2019,4500000,21000,Diesel,Dealer,Automatic,First Owner,7.0,12.83,1999.0,148.31,Land,2,9.952325334619427,15.319587954740548,202500000
2017,6000000,37000,Diesel,Dealer,Automatic,First Owner,5.0,13.5,2987.0,254.79,Mercedes-Benz,4,10.518700218288165,15.60727002719233,270000000
2018,3790000,29500,Diesel,Dealer,Automatic,First Owner,5.0,22.48,1995.0,187.74,BMW,3,10.292179440058462,15.147876577058609,170550000
2019,5800000,7500,Diesel,Dealer,Automatic,First Owner,5.0,16.78,1995.0,190.0,BMW,2,8.922791623969637,15.573368475516649,261000000
2018,1864999,50000,Petrol,Dealer,Automatic,First Owner,5.0,14.67,1798.0,177.46,Skoda,3,10.819798284210286,14.43877107486688,83924955
2016,2700000,35000,Diesel,Dealer,Automatic,First Owner,5.0,15.0,2143.0,204.0,Mercedes-Benz,5,10.463131911491967,14.808762330974558,121500000
2019,1750000,19000,Petrol,Dealer,Automatic,First Owner,5.0,13.96,1451.0,141.0,MG,2,9.852246888342531,14.375126345899696,78750000
2017,795000,41000,Petrol,Dealer,Automatic,First Owner,5.0,18.0,1497.0,117.6,Honda,4,10.62135173563291,13.58609739363647,35775000
2013,625000,39000,Petrol,Dealer,Automatic,First Owner,5.0,14.28,1798.0,138.03,Toyota,8,10.571342565808699,13.345506928718539,28125000
2018,3400000,22000,Diesel,Dealer,Automatic,First Owner,5.0,18.0,1969.0,190.0,Volvo,3,9.99884318585288,15.03928598958639,153000000
2015,2650000,53000,Diesel,Dealer,Automatic,First Owner,7.0,12.07,2967.0,241.4,Audi,6,10.87806606028079,14.790070197962406,119250000
2015,535000,40000,Diesel,Dealer,Manual,First Owner,5.0,26.21,1248.0,88.5,Maruti,6,10.596659732783579,13.190022025878143,24075000
2017,5850000,47000,Diesel,Dealer,Automatic,First Owner,5.0,13.5,2987.0,282.0,Mercedes-Benz,4,10.757924157061597,15.58195221920804,263250000
2010,975000,72200,Petrol,Dealer,Automatic,Second Owner,5.0,10.8,2497.0,150.0,BMW,11,11.187209175200515,13.790192749979985,43875000
2016,805000,49900,Petrol,Dealer,Manual,First Owner,5.0,16.3,1797.0,147.5,Hyundai,5,10.817796321618971,13.5985975564007,36225000
2017,2625000,9000,Diesel,Dealer,Automatic,First Owner,5.0,13.6,1999.0,177.0,Jaguar,4,9.105090961257085,14.780591454007862,118125000
2018,811000,11000,Petrol,Dealer,Manual,First Owner,5.0,17.0,1198.0,108.5,Tata,3,9.305741456739435,13.60602333309755,36495000
2011,375000,49000,Petrol,Individual,Manual,First Owner,5.0,15.04,1598.0,103.6,Volkswagen,10,10.799595985047786,12.834681304952548,16875000
2012,550000,95000,Petrol,Individual,Manual,First Owner,5.0,16.3,1797.0,147.5,Hyundai,9,11.461642696843066,13.217673557208654,24750000
2016,645000,11000,Petrol,Dealer,Automatic,First Owner,5.0,14.3,1598.0,103.5,Skoda,5,9.305741456739435,13.37700559577791,29025000
2018,2550000,18000,Petrol,Dealer,Automatic,First Owner,5.0,15.04,1991.0,183.0,Mercedes-Benz,3,9.798182590890704,14.75160391713461,114750000
2014,599000,46100,Petrol,Dealer,Manual,First Owner,7.0,16.02,1373.0,93.7,Maruti,7,10.738589920723442,13.303016877097587,26955000
2017,2700000,16000,Petrol,Dealer,Automatic,First Owner,5.0,14.74,1991.0,181.04,Mercedes-Benz,4,9.680406499268875,14.808762330974558,121500000
2017,875000,18000,Petrol,Dealer,Automatic,First Owner,5.0,15.6,1497.0,116.3,Honda,4,9.798182590890704,13.681979165339751,39375000
2019,894999,9654,Petrol,Dealer,Automatic,First Owner,5.0,19.56,1197.0,81.8,Toyota,2,9.175231194862615,13.704577879937933,40274955
2011,175000,11000,Petrol,Dealer,Manual,First Owner,5.0,23.95,998.0,67.05,Maruti,10,9.305741456739435,12.072541252905651,7875000
2012,340000,24300,Petrol,Dealer,Manual,First Owner,5.0,21.21,1197.0,81.8,Maruti,9,10.098272780745283,12.736700896592344,15300000
2016,1525000,42163,Diesel,Dealer,Automatic,Second Owner,7.0,11.36,2755.0,171.5,Toyota,5,10.64932205537508,14.237504968023648,68625000
2018,1025000,8000,Diesel,Dealer,Automatic,First Owner,5.0,21.5,1497.0,108.5,Tata,3,8.987321812850125,13.840203170554645,46125000
2016,2150000,30000,Diesel,Dealer,Automatic,First Owner,5.0,22.69,1995.0,190.0,BMW,5,10.308985993422082,14.580978400103845,96750000
2016,1900000,41000,Petrol,Dealer,Automatic,First Owner,5.0,19.16,2494.0,157.7,Toyota,5,10.62135173563291,14.457364444136669,85500000
2016,2900000,12000,Diesel,Dealer,Automatic,First Owner,5.0,18.12,1995.0,190.0,BMW,5,9.392745258631441,14.880221294956703,130500000
2009,450000,71000,Petrol,Dealer,Automatic,First Owner,5.0,12.1,2362.0,164.7,Toyota,12,11.170449240431308,13.017002861746503,20250000
2016,850000,20000,Petrol,Individual,Manual,First Owner,7.0,17.5,1373.0,91.1,Maruti,5,9.90353755128617,13.652991628466498,38250000
2017,10000000,30000,Petrol,Individual,Automatic,First Owner,4.0,42.0,1969.0,400.0,Volvo,4,10.308985993422082,16.11809565095832,450000000
2011,300000,100000,Diesel,Individual,Manual,Second Owner,5.0,20.54,1598.0,103.6,Volkswagen,10,11.51293546492023,12.611537753638338,13500000
2018,575000,9500,Petrol,Individual,Manual,First Owner,5.0,18.16,1196.0,86.8,Ford,3,9.15915233520675,13.262125319779487,25875000
2011,160000,120000,Diesel,Individual,Manual,First Owner,5.0,20.0,1399.0,68.0,Ford,10,11.695255355062795,11.982929094215963,7200000
2015,515000,36600,Petrol,Individual,Manual,First Owner,5.0,20.4,1197.0,81.8,Maruti,6,10.50783084142058,13.151922179645874,23175000
2015,390000,50000,Petrol,Individual,Automatic,Second Owner,5.0,20.51,998.0,67.0,Maruti,6,10.819798284210286,12.873902018105829,17550000
2016,550000,14000,Petrol,Individual,Manual,Second Owner,5.0,18.6,1197.0,81.83,Hyundai,5,9.546884034617925,13.217673557208654,24750000
2010,220000,120000,Diesel,Individual,Manual,First Owner,5.0,21.1,1248.0,73.9,Maruti,11,11.695255355062795,12.301382825334498,9900000
2015,425000,70000,Petrol,Individual,Manual,First Owner,5.0,18.9,1197.0,82.0,Hyundai,6,11.156264806643742,12.959844447906553,19125000
2019,480000,13000,Petrol,Individual,Manual,First Owner,5.0,19.44,999.0,75.0,Volkswagen,2,9.472781556562168,13.081541382884074,21600000
2014,400000,60000,Petrol,Individual,Manual,Second Owner,5.0,18.9,1197.0,82.0,Hyundai,7,11.002116507732017,12.89921982609012,18000000
2014,487000,35000,Petrol,Individual,Manual,First Owner,5.0,19.1,1197.0,85.8,Maruti,7,10.463131911491967,13.096019402064726,21915000
2016,386000,44000,Petrol,Individual,Manual,Second Owner,5.0,19.1,1197.0,82.0,Hyundai,5,10.691967639914864,12.863592648446968,17370000
2005,100000,120000,Petrol,Individual,Manual,Second Owner,5.0,13.0,1493.0,100.0,Honda,16,11.695255355062795,11.512925464970229,4500000
2010,300000,60000,Diesel,Individual,Manual,First Owner,5.0,21.43,1364.0,87.2,Toyota,11,11.002116507732017,12.611537753638338,13500000
2000,100000,60000,Petrol,Individual,Manual,First Owner,5.0,18.5,796.0,53.0,Daewoo,21,11.002116507732017,11.512925464970229,4500000
2014,1750000,30000,Diesel,Individual,Manual,Second Owner,7.0,13.0,2982.0,168.5,Toyota,7,10.308985993422082,14.375126345899696,78750000
2016,450000,15000,Petrol,Individual,Manual,Second Owner,6.0,18.15,1198.0,82.0,Mahindra,5,9.61587214452889,13.017002861746503,20250000
2017,490000,90000,Diesel,Individual,Manual,First Owner,5.0,22.95,1248.0,74.0,Tata,4,11.407576060361786,13.102160670086809,22050000
2009,345000,47000,Petrol,Individual,Manual,Second Owner,5.0,17.0,1497.0,118.0,Honda,12,10.757924157061597,12.751299696013497,15525000
2005,85000,90000,Petrol,Individual,Manual,First Owner,5.0,17.3,993.0,60.0,Maruti,16,11.407576060361786,11.350406535472453,3825000
2010,215000,120600,Petrol,Individual,Manual,Second Owner,5.0,18.9,998.0,67.1,Maruti,11,11.700242855114809,12.2783933071098,9675000
2010,320000,100000,Petrol,Individual,Manual,Third Owner,5.0,16.2,1599.0,103.2,Hyundai,11,11.51293546492023,12.676076274775909,14400000
2016,459999,60000,Petrol,Individual,Manual,Second Owner,5.0,20.85,1197.0,83.14,Maruti,5,11.002116507732017,13.038979594549872,20699955
2005,65000,86000,Petrol,Individual,Manual,First Owner,5.0,15.3,1341.0,83.0,Hyundai,16,11.362114203075018,11.082142548877775,2925000
2020,720000,5000,Petrol,Individual,Manual,First Owner,5.0,18.6,1197.0,81.86,Hyundai,1,8.517393171418904,13.487006490992238,32400000
2017,800000,37000,Diesel,Individual,Manual,First Owner,5.0,28.09,1248.0,88.5,Maruti,4,10.518700218288165,13.592367006650065,36000000
2019,520000,14000,Petrol,Individual,Manual,First Owner,5.0,20.3,1199.0,84.0,Tata,2,9.546884034617925,13.16158409055761,23400000
